entityType,firstAppearanceInMarioMaker,firstAppearanceInMarioMaker_version,isInSuperMarioMaker1,isInSuperMarioMakerFor3DS,isInSuperMarioMaker2,isInSMBGameStyle,isInSMB3GameStyle,isInSMWGameStyle,isInNSMBUGameStyle,isInSM3DWGameStyle,isInGroundTheme,isInUndergroundTheme,isInUnderwaterTheme,isInDesertTheme,isInSnowTheme,isInSkyTheme,isInForestTheme,isInGhostHouseTheme,isInAirshipTheme,isInCastleTheme,isInDayTime,isInNightTime,categoryInTheEditor,hasAMushroomVariant,canBeInAParachute,canBeInAParachute_comment,canHaveWings,canHaveWings_comment,canContainOrSpawnAKey,isAffectedDirectlyByAnOnOrOffState,isAffectedDirectlyByAnOnOrOffState_comment,canBePutOnATrack,editorLimit_canBePutOnATrack,whilePlaying_canBePutOnATrack,canSpawnOutOfAPipe,canBePutInASwingingClaw,canBeThrownByALakitu,canBePutInALakituCloud,canBePutInAClownCar,canBeFiredOutOfABulletLauncher,canComeOutOfABlock,canBePutInATree,weight,lightSourceEmitted,lightSourceEmitted_isInSMB,canSurviveInTheLavaOrThePoison,canIgniteABobOmb,canBeBrokenOrKilledByABobOmb,canBeAffectedByATwister,canGoThroughWalls,canGoThroughWalls_SM3DW,canBeStacked,isGlobalGroundOrGlobal,isGlobalGroundOrGlobal_SM3DW,instrument,canMakeASoundOutOfAMusicBlock,canMakeASoundOutOfAMusicBlock_comment,canBeThrownByBowserInClownCar,canBeThrownByBowserJr,canBeThrownByBowserJrInClownCar,canBeTransformedByMagikoopa,canBeSpawnedByMagikoopa,canBeSpawnedByWingedMagikoopa,limitAmount,editorLimit_SMM1And3DS,editorLimit_SMM2,editorLimit_SMM2_isUnknown,whilePlaying_isInGEL,whilePlaying_isInGEL_comment,whilePlaying_isInGEL_isSuperGlobal,whilePlaying_isInGEL_isSuperGlobal_comment,whilePlaying_isInPL,whilePlaying_isInPJL,whilePlaying_isInPJL_comment,whilePlaying_isInObjectRenderedLimit,whilePlaying_isInObjectRenderedLimit_comment,whilePlaying_isInCollectedCoinLimit,whilePlaying_otherLimit,whilePlaying_otherLimit_comment,whilePlaying_otherLimit_isUnknown,canRespawn,canRespawn_online,canRespawn_online_inABlock,behaviour_solo,behaviour_localCoop,behaviour_onlineCoop,behaviour_onlineVS,offscreenSpawningAndDespawningReferencePoint,offscreenSpawningHorizontalRange,offscreenDespawningHorizontalRange,offscreenSpawningUpwardVerticalRange,offscreenDespawningUpwardVerticalRange,offscreenSpawningDownwardVerticalRange,offscreenDespawningDownwardVerticalRange,dimension,dimension_maximum,dimension_differentSM3DW,dimension_maximum_differentSM3DW,inDayTime,inNightTime,inGroundTheme,inUndergroundTheme,inUnderwaterTheme,inDesertTheme,inSnowTheme,inSkyTheme,inForestTheme,inGhostHouseTheme,inAirshipTheme,inCastleTheme,inSMBGameStyle,inSMB3GameStyle,inSMWGameStyle,inNSMBUGameStyle,inSM3DWGameStyle,hasANameReferencedInMarioMaker,english,americanEnglish,europeanEnglish,french,canadianFrench,europeanFrench,german,spanish,americanSpanish,europeanSpanish,italian,dutch,portuguese,americanPortuguese,europeanPortuguese,russian,japanese,chinese,traditionalChinese,simplifiedChinese,korean
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Oud,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Rocky Wrench,,,,Mogu,Torti Taupe,Rocky Schraubschlüssel,,Topo rocky,Tortopo,Tartatalpa,Rocky Wrench,,Rocky Toupeira,Toupeira Rocky,Роки-ключ,プー,扳手仔,,,뚜
Projectile,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,,,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Wrench thrown by a Rocky Wrench,,,,Clé à molet lancé par un Mogu,Clé à molet lancé par un Torti Taupe,???,???,,,???,???,???,,,???,???,???,,,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Ah,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,1x2,2x4,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,,Magikoopa,Kamek,,Magikoopa,Kamek,Kamek,,Magikoopa,Kamek,Kamek,Kamek,,Magikoopa,Kamek,Камек,カメック,卡美克,,,마귀
Projectile,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Can only spawn (available) based → limits,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,FALSE,,(Magikoopa’s projectile),(Kamek’s projectile),???,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Guitar (long),TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,,1x2,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Hammer Bro,,,Frère Marto,,,Hammer-Bruder,Hermano Martillo,,,Martelkoopa,Hammer Bro,,Irmão Martelo,Mano Martelo,Братец-молот,ハンマーブロス,,鐵鎚兄弟,铁锤兄弟,해머브러스
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,FALSE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Bass,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,2x2,,2x3,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Sledge Bro,,,,Frère Masse,Frère Mastoc,Vorschlag-Brüder,,Hermano Mazo,Hermano Maza,Martellone Bros,Sledge Bro,,Irmão Marreta,Mano Marreta,Братец-кувалда,すべて,,重量級兄弟,重量级兄弟,메가브러스
Projectile,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,on down curve,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Always reserve 1 projectile,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,FALSE,Hammer thrown by a Hammer / Sledge Bro,,,,Marteau lancée par un Frère Marto / Masse,Marteau lancée par un Frère Marto / Mastoc,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,,,,,,,1x2,,,,this,,this,this,this,this,this,this,this,this,this,this,Hammer Bro,Hammer Bro,Hammer Bro,Hammer Bro,this,TRUE,Fire Bro,,,Frère Pyro,,,Feuer-Bruder,Hermano Fuego,,,Fuoco Bros,Fire Bro,,Irmão Fogo,Mano Chama,Братец-огонь,ファイアブロス,火焰兄弟,,,파이어브러스
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Enemy,FALSE,TRUE,,TRUE,,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,,,,,,,2x3,,,,this,,this,this,this,this,this,this,this,this,this,this,Sledge Bro,Sledge Bro,Sledge Bro,Sledge Bro,this,Only spoken (in english) in Editor,Heavy Fire Bro,,,Frère Pyro lourd,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,FALSE,Fireball thrown by a (Heavy) Fire Bro,,,Boule de feu lancée par un Frère Pyro (lourd),,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Full light,FALSE,TRUE,TRUE,FALSE,Parachute,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Lava Bubble,,,Bulle de lave,,,Hothead,,Burbuja de lava,Gota de Lava,Fiammetto,Lava Bubble,Bolha de lava,,,Пузырь лавы,バブル,火焰泡泡,,,버블
Entity,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Synthesizer,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Mechakoopa,,,,Méca-Koopa,Mechakoopa,Robo-Koopa,,Mecakoopa,Mechakoopa,Koopasapiens,Mechakoopa,,Meca-koopa,Mecanikoopa,Мехакупа,メカクッパ,,機器庫巴,机器酷霸王,메카쿠파
Entity,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,“Sub bass” frequency,TRUE,Excluding the top 3 notes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,Continue firing → GEL is max,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Blasta Mechakoopa,,,,Méca-Koopa missile,Mechakoopa missile,Raketen-Robo-Koopa,,Mecakoopa artillero,Mechakoopa Artillero,Koopasapiens bazooka,Blasta Mechakoopa,???,,,Ракетный мехакупа,ミサイルメカクッパ,,導彈機器庫巴,导弹机器酷霸王,미사일메카쿠파
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,N/A,,FALSE,TRUE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Homing Missile thrown by a Blasta Mechakoopa,,,Missile à tête chercheuse lancé par un ???,,,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Full light when shooting,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,C minor chord,TRUE,Excluding the top 3 notes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Zappa Mechakoopa,,,,Méca-Koopa laser,Mechakoopa laser,Laser-Robo-Koopa,,Mecakoopa rayo,Mechakoopa Rayo,Koopasapiens laser,Zappa Mechakoopa,???,,,Лазерный мехакупа,ビームメカクッパ,,光束機器庫巴,光束机器酷霸王,빔메카쿠파
Projectile,2,v3.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,"regular → 1x0
mushroom → 2x0","regular → 1x18½
mushroom → 2x18",,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Electricity Beam thrown by a Zappa Mechakoopa,,,Rayon d’électricité lancé par un ???,,,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Enemy,FALSE,FALSE,,FALSE,,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Charvaargh Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,,,,,,,4x4,,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Charvaargh,,,Poissalave,,,Glutfisch,Lavonciopez,,,Pesce Magma,Charvaargh,Charvaargh,,,Магмалет,ウーガンフィッシュ,,烏卡魚,乌卡鱼,짜자어
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,,,,,,,2x2,4x4,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Bully,,,Voyou,,,Bully,,Peleón,Bronco,Bronco,Bully,Brigão,,,Задира,ドンケッ,斗斗,,,으샤
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2 (any height),,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Timpani,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x2,1x14,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Bill Blaster,,,Bill Boum,,,Willi-Kanone,Cañón Bill,,,Cannone Bill,Bill-kanon,Canhão Bill,,,Билл-пушка,キラー砲台,,炮彈刺客炮台,炮弹刺客炮台,킬러대포
(Entity),1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Bullet Bill,,,Bill Balle,,,Kugelwilli,,Bill bala,Bill Bala,Pallottoli Bill,Bullet Bill,Bill Bala,,,Билл-пуля,キラー,,炮彈刺客,炮弹刺客,킬러
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2 (any height),,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Timpani,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x2,1x14,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,FALSE,Bull’s-Eye Blaster,,,Bill Boum chercheur,,,???,???,,,???,???,???,,,???,???,,???,???,???
(Entity),1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,Cat Bullet Bill,FALSE,Bull’s-Eye Bill,,,Bill Balle chercheur,,,Vefolgungs-Willi,,Bill buscablancos,Bill Bala Buscador,Pallottolo Segugio,Bull’s-Eye Bill,???,,,Билл-яблочко,サーチキラー,,???,???,???
(Entity),1,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,N/A,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,,,,this,,this,this,this,this,this,this,this,this,this,this,Bull’s-Eye Bill,Bull’s-Eye Bill,Bull’s-Eye Bill,Bull’s-Eye Bill,this,FALSE,Cat Bullet Bill,,,Bill Balle chat,,,Katzen-Kugelwilli,???,,,Pallottoli Bill gatto,???,???,,,???,ネコキラー,,???,???,???
